"BookID","Title","Copyright","Edition","Printing","PurchaseDate","PurchasePrice","PurchasedFrom","PublishedAt","Publisher","Condition","Description","Comments","Wanted","AccessionNumber"
1092,"Publications of the Yerkes Observatory, vol II",1904,1,,01/01/1984 0:00:00,$0.00,17,"Chicago",14,"Fine","9 3/8 x 11 5/8 in, (6), 413 pp, Orig. cloth","Signature of James D. Madrill. Also issued as vol VIII of the 1st series of the Decennial Publications of the University of Chicago.",0,18
1093,"Publications of the Yerkes Observatory, vol I",1900,1,,01/01/1984 0:00:00,$0.00,17,"Chicago",14,"Fine","9 3/8 x 11 5/8 in, (1), xxx, (2), 296, (1) pp, Orig. cloth","Consists entirely of ""A General Catalogue of 1290 Double Stars"" by S.W. Burnham. This record duplicated in accession number 17.",0,124
1094,"The Journal of the AAVSO",1987,1,1,01/01/1987 0:00:00,$0.00,18,"Cambridge, MA",18,"As New","8.5 x 5.5  in, 69 - 354 pp, paper, vol 15 number 2","75th Anniversary Edition, ex lib. JRF",0,47
1095,"Databases & On-Line Data in Astronomy",1991,1,1,07/30/1991 0:00:00,$69.00,19,"Dordrecht",19,"As New","9.5 x 6.5 in, xiv, 273 pp, Orig. cloth",,0,100
1096,"The Planet Saturn: A History of Observation, Theory, and Discovery",1962,1,1,09/23/1991 0:00:00,$35.00,23,"London",21,"Fine","8.5 x 5.5, 474 pp, 22 plates,  Orig. cloth w/dj",,0,105
1097,"The Planet Uranus: A History of Observation, Theory, and Discovery",1965,1,1,12/01/1988 0:00:00,$20.00,25,"New York",24,"Fine","8.5 x 5.75 in, 316 pp, 20 figs, 11 plates, frontis, Orig. cloth w/dj",,0,29
1098,"Gaseous Nebulae",1956,1,,01/12/1994 0:00:00,$30.00,4,"London",26,"Fine","8"" x 5"", xvi, 322 pp, Orig. cloth","part of The International Astrophysics Theory, vol 3",0,151
1099,"Prismatic and Diffraction Spectra",1898,1,,10/28/1992 0:00:00,$125.00,11,"New York",27,"Fine","8 x 5.5 in,  viii, 68 pp, 2 engraved plates, Orig. cloth","signature of E.S. Barr, a collection of  four papers on spectra, three by Fraunhofer and one by Wollaston, number 2 in Harper's Scientific Memoirs, a few notes in text",0,123
1100,"Copernicus: The Founder of Modern Astronomy",1938,1,1,02/08/1992 0:00:00,$25.00,4,"London",28,"Very Good",".5 x 5.5 in, 183 pp, Frontis, 37 text Illus.,  Orig. cloth w/dj slightly tattered","Part of the 'History of Science Library'",0,113
1101,"William Herschel",1962,1,1,02/08/1992 0:00:00,$30.00,4,"London",29,"Fine","8 x 5.5 in, xii, 158 pp, 24 plates, 14 figs, Orig. cloth w/dj","part of the 'British Men of Science' series",0,112
1102,"Quasars, Redshifts and Controversies",1987,1,2,09/03/1996 0:00:00,$35.00,4,"Berkeley, CA.",30,"Fine","9.25"" x 6.5"", (8), 198 pp, cloth with original dust jacket","Knollwood Books, cat 77 Sept. 96 item 23",0,170
1103,"Atlas of Mars",1979,1,1,09/03/1996 0:00:00,$60.00,4,"Washington D.C.",31,"Fine","14"" x 11"", xii, 146 pp, original cloth.","1:5,000,000 map series of Mars based on data from Mariner 9 and Viking 1 & 2. Knollwood books cat 77 Sept. 96, item 29",0,171
1104,"Resolute and Undertaking Characters: The Lives of Wilhelm and Otto Struve",1988,1,1,01/01/1985 0:00:00,$1.00,19,"Dordrecht",32,"As New","9.5 x 6.25 in, xxv, 259 pp","Astrophysics and Space Sciences Library, ex lib. JRF",0,35
1105,"The Telescope",1922,1,7,08/02/1993 0:00:00,$9.00,36,"New York",33,"Fine","5.5 x 8.25 in, (2)x,287(3) pp, 190 figs, Orig. cloth",,0,145
1106,"Galactic Dynamics",1987,1,1,01/01/1987 0:00:00,$1.00,34,"Princeton",34,"Fine","9.25 x 6.125 in, xv, 733 pp, Orig. cloth w/dj","Princeton Series in Astrophysics, ex lib. JRF",0,62
1107,"The Autobiography of a Man Who Loved the Stars",1924,1,1,03/11/1991 0:00:00,$0.00,37,"New York",35,"Good","8.825 x 6 in, xxii, (2), 262, (4) pp, 24 Illus., some water staining, front cover stained, front joint cracked",,0,90
1108,"The Peripatetic Astronomer: The Life of Charles Piazzi Smith",1988,1,1,03/22/1989 0:00:00,$80.00,39,"Bristol",38,"As New","9.25 x 6.25, xii, 274 pp, w/dj",,0,31
1109,"Quasi-Stellar Objects",1967,1,1,01/01/1985 0:00:00,$1.00,41,"San Francisco",40,"Fine","8 x 5.5 in, viii, (4), 235 pp, Orig. cloth w/dj","ex lib. JRF",0,56
1110,"A General Catalogue of 1290 Double Stars",1900,1,1,01/01/1984 0:00:00,$1.00,17,"Chicago",14,"As New","9.5 x 11.865 in, xxx, (1), 296 pp, Orig. cloth","Publication of the Yerkes Observatory, vol 1, from the original stock at Yerkes. This record duplicated in accession number 124",0,17
1111,"The Galactic Interstellar Medium",1992,1,1,08/21/1993 0:00:00,$59.00,43,"New York",42,"As New","5.5"" x 7"", xii,400 pp,  Orig. cloth","Lecture Notes from the Saas-Fee Advanced Course 21 which took place 18 - 23 March 1991. Held by the Swiss Society for Astronomy and Astrophysics.",0,147
1112,"The Shadow of the Telescope: A Biography of John Herschel",1970,1,1,05/23/1992 0:00:00,$15.00,45,"New York",44,"Fine","9.25 x 6.25 in, xiv, 219 pp, 17 Illus., Orig. cloth w.dj","originally published in German, 1965",0,121
1113,"Ellipsoidal Figures of Equilibrium",1969,1,1,01/01/1985 0:00:00,$25.00,12,"New Haven",46,"Fine","9.25 x 6.25 in, xi, 252, Orig. cloth","The Stillman Foundation lectures, #42, ex lib. JRF",0,72
1114,"Radiative Transfer",1950,1,1,11/14/1989 0:00:00,$85.00,6,"Oxford",47,"Very Good","6 x 9.35 in, xiv, 393, (1) pp, 35 tables, 35 figs","ex lib. A.E. Lilly, stamped,   TAS cat 21 item 68",0,4
1115,"An Introduction to the Study of Stellar Structure",1939,1,,11/14/1989 0:00:00,$95.00,6,"Chicago",14,"Very Good","6.75 x 9.5 in, ix, (1), 509 pp, 44 tbls, 38 figs,  spine slightly faded,  pages 84-85 stained from insert, 3/4 in tear pp 257 - 264 4 sheets","ex lib. Leo Goldberg,  signature and bookplate",0,5
1116,"In the Presence of the Creator: Isaac Newton and his Times",1984,1,1,01/01/1983 0:00:00,$1.00,12,"New York",48,"Fine","6 x 9 in, xv, 623 pp, 23 plates, Orig. cloth, missing issued dust jacket",,0,25
1117,"Edwin Hubble: Mariner of the Nebulae",1995,1,1,09/24/1995 0:00:00,$27.50,50,"New York",49,"As New","9"" x 6"",  x,(1),420,(1) pp,  8 plates,  Orig. cloth, w/dj",,0,158
1118,"The System of Stars",1890,,,05/17/1990 0:00:00,$0.00,,"London",51,"Good","8.75 x 5.75 in, xx, 424,  (24) pp, 6 tables, 50 figs, 6 plates,  some stains on binding, water damage to lower 1/2 in of binding","ex lib. Bib. Maj. Collegii: Stonyhurst, ink stamp and paper label, gift from Joan Warnock, Alamogordo, NM.",0,28
1119,"Problems in Astrophysics",1903,1,1,01/09/1995 0:00:00,$80.00,4,"London",52,"Fine","5.5"" x 9"", xvi, 567 pp., 31 plates 51 figures, Orig. cloth",,0,156
1120,"Theory of Stellar Pulsation",1980,1,1,,$1.00,34,"Princeton",34,"Fine","9.25 x 6.25 in, xiv, 380 pp Orig. cloth w/dj","Princeton Series in  Astrophysics #2, ex lib. JRF",0,74
1121,"The First Symposium on the Infrared Cirrus and Diffuse Interstellar Clouds",1994,1,1,06/01/1994 0:00:00,$0.00,53,"San Francisco, Ca.",53,"As New","6"" x 9"", xxii, 440 pp, Orig. cloth","Received as Conference proceedings, ASP Conf. Series vol 58, Steward Obs. Pub. no.1188, NRAO Workshop proc. no. 24.",0,153
1122,"Spectroscopy of Astrophysical Plasmas",1987,1,1,05/07/1990 0:00:00,$1.00,54,"Cambridge",54,"As New","9.75 x 6 7/8 in, xiv, 357 pp Orig. cloth","Cambridge Astrophysics Series #7",0,53
1123,"A Budget of Paradoxes",1872,1,1,11/14/1989 0:00:00,$175.00,6,"London",51,"Good","8vo, viii, 512  (24 oub cat dtd Mar 1872) pp, Orig. cloth, spine faded and cracked, pages stiff","ex lib. Wm Sims (?) signature",0,6
1124,"A Be Star Atlas of Far UV and Optical High Resolution Spectra",1991,1,1,04/01/1992 0:00:00,$0.00,,"Noordwijk, Netherlands",55,"Fine","12 x 8.5 in, iv, 379 pp, paper covers","ESA SP-1147",0,139
1125,"Galileo: Two New Sciences",1974,,,01/01/1980 0:00:00,$5.95,43,"Madison",56,"Fine","9 x 6 in, xxxix, (1), 323 pp, Orig. cloth","ex lib. JRF",0,50
1126,"The Internal Constitution of Stars",1930,1,2,01/01/1985 0:00:00,$50.00,41,"Cambridge",54,"Fine","7.25 x 10.5 in, x, 407 pp, 5 figs, 48 tbls, Orig. cloth","ex lib. Robert C. Cameron w/signature, some penciled notes",0,12
1127,"Under Capricorn: A History of  Southern Hemisphere Astronomy",1988,1,,03/22/1989 0:00:00,$80.00,39,"Bristol",38,"As New","9 1/8 x 6 1/8 in, x, 376 pp, Orig. cloth",,0,32
1128,"Herschel at the Cape",1969,1,,09/23/1991 0:00:00,$30.00,4,"Austin",57,"Fine","9 x 6 in, xxxviii, 398 pp, 20 plates, 13 figs, 2 maps, Orig. cloth w/dj",,0,104
1129,"Big and Bright: A History of the McDonald Observatory",1986,1,,,$9.95,58,"Austin",57,"Fine","8.5 x 5.5 in xii, (2), 186 pp, paper","University of Texas Press History of Science Series 4, ex lib. JRF",0,43
1130,"A Comparison of the Photometric Fields ...",1926,1,1,05/28/1992 0:00:00,$0.00,17,"Chicago",14,"Fine","11.75 x 9.25 in, 37 pp, paper","reprint from Vol. IV, part V of Publications of the Yerkes Observatory, thesis of A.H. Farnsworth",0,128
1131,"Molecular Collisions in the Interstellar Medium",1990,1,,05/07/1990 0:00:00,$1.00,54,"Cambridge",54,"As New","9.75 x 6 7/8 in, xii, 133 pp, Orig. cloth","Cambridge Astrophysical Series #17",0,55
1132,"Terraforming: Engineering Planetary Environments",1995,1,1,10/29/1996 0:00:00,$49.50,59,"Warrendale, PA",59,"As New","10"" x 7"", xvi, 544 pp,",,0,172
1133,"The Gresham Lectures of John Flamsteed",1975,,,11/26/1991 0:00:00,$22.50,36,"London",60,"Fine","9.25 x 6.25 in, xviii, 479 pp, Orig. cloth, some minor wrinkling of pages due to water but no staining, adhesive label removed from upper right corner of outside front cover",,0,109
1134,"A Study of the Spectrum of 7 Epsilon Aurigae",1932,,,05/28/1992 0:00:00,$0.00,17,"Chicago",14,"Fine","11.75 x 9.25 in,  52 pp,  3 plates, paper","reprint from Vol. VII, part II of Publications of the Yerkes Observatory",0,126
1135,"An Astronomer's Life",1933,1,,03/22/1989 0:00:00,$15.00,8,"Boston",62,"Fine","5.5 x 8 1/8 in, xi, 300 pp, 8 plates, Orig. cloth","inscribed to Dr. E. V. L. Brown by author,  with signature, insert incomplete newspaper clipping from Chicago Daily Tribune , dtd  July 13, 1931, concerning author",0,16
1136,"The MK Process and Stellar Classification",1984,1,,,$1.00,63,"Toronto",63,"Fine","9 x 6 in, xxiii, 423 pp, 12 plates, Orig. cloth","proceedings of the Workshop in Honor of W.W. Morgan and P.C. Keenan held at the Univ. of Toronto, June 1983, ex lib. JRF",0,75
1137,"The Creation of the Anglo Australian Observatory",1990,1,,03/13/1991 0:00:00,$47.60,54,"Cambridge",54,"As New","9.75 x 6.75, xiv, 301 pp",,0,95
1138,"The Great Copernicus Chase",1992,1,1,12/08/1992 0:00:00,$29.95,43,"Cambridge, MA",64,"As New","10.25 x 7 in, xii,  304, (1) pp, Orig. cloth, w/dj","A collection of articles by Gingerich",0,141
1139,"Symposium on the Orion Nebula to Honor Henry Draper",1982,1,1,01/12/1994 0:00:00,$15.00,4,"New York",65,"As New","7.5"" x 5"", xii, 338 pp,  paperback","Annals of the New York Academy of  Sciences vol 395",0,150
1140,"Atoms, Stars, and Nebulae",1943,1,3,08/02/1993 0:00:00,$6.00,36,"Philadelphia",66,"Fine","8.5 x 5.75 in, vi, 323 (3)pp,  150 figures, 16 tables, Orig. cloth w/dj","volume 6 of 9 in the series 'The Harvard Books on Astronomy'",0,144
1141,"A Photometric Atlas of the Spectrum of Arcturus",1968,1,1,02/05/1997 0:00:00,$50.00,4,"Cambridge",54,"Very Good","12.5"" x 23"", 196 pp, orig cloth, some scuffing to front cover","Library stamp of the Dudley Public LIbrary",0,176
1142,"The Spectra of Stars of Secchi's Fourth Type",1903,,,05/28/1992 0:00:00,$0.00,17,"Chicago",14,"Fine","11.75 x 9.25 in, 125 pp, 8 plates, paper","reprint from Vol. VIII of the Decennial Publications, offered for $50 by Knollwood Books, cat 77 Sept 96 item 94, in frayed but good condition.",0,130
1143,"The Spectrum of the High Potential Discharge between Metallic Electrodes in Liquids and in Gases at High Pressure",1907,1,,05/28/1992 0:00:00,$0.00,17,"Chicago",14,"Fine","11.75 x 9.25 in,  38 pp,  8 plates, paper","reprint from Vol. III, part II of Publications of the Yerkes Observatory",0,125
1144,"The Rumford Spectroheliograph of the Yerkes Obs.",1903,,,01/01/1984 0:00:00,$0.00,17,"Chicago",14,"Fine","9.25 x 11 7/8 in, 26 pp, 15 plates, Orig. paper covers, stapled binding","offprint from Publications of the Yerkes Obs. vol III, part 1, obtained from original stock at Yerkes",0,19
1145,"Astronomical Data Analysis Software and System II",1993,1,1,10/05/1993 0:00:00,$0.00,53,"San Francisco",53,"As New","8"" x 5"",  xxx, 583,  (2) pp, Orig. cloth","proceedings of the Second Conference on Astronomical Data Analysis Software and Systems.  Volume 52 of the Astronomical Society of the Pacific Conference Series.",0,149
1146,"Cecilia Payne-Gaposchkin: An Autobiography and Other Reflections",1984,1,,01/01/1985 0:00:00,$34.50,43,"Cambridge",54,"Fine","8.5 x 5.5 in, vi, 269 pp, 14 Illus.,  Orig. cloth","ex lib. JRF",0,34
1147,"Beyond Spaceship Earth: Environmental Ethics and the Solar System",1986,1,1,11/12/1996 0:00:00,$20.00,4,"San Francisco",67,"Fine","8.25"" x 5.5"", xvi, 336 pp,  orig cloth, w/dj fine,","Knollwood Books, cat 78, item 402",0,174
1148,"Massachusetts Institute of Technology Wavelength Tables",1982,2,3,01/01/1990 0:00:00,$5.00,68,"Cambridge",69,"Fine","10 x 7.5 in, xxxiv,  (1), 429, (2) pp,",,0,136
1149,"The Analysis of Starlight",1986,1,,,$1.00,54,"Cambridge",54,"Fine","9 x 6 in, xv, 531 pp,","ex lib. JRF, History of spectroscopy",0,48
1150,"The Measurement of Starlight",1996,1,1,06/12/1996 0:00:00,$71.96,54,"Cabridge",54,"As New","6"" x 9"", xiv,511 pp,  orig cloth.","History of photometry",0,165
1151,"Spectroscopic Astrophysics: An Assessment of the Contributions of Otto Struve",1970,1,,06/30/1992 0:00:00,$50.00,4,"Berkeley",70,"Fine","10 x 7 in, x, 462 pp, Orig. cloth w/dj",,0,122
1152,"Atlas of the Ultraviolet Sky",1988,1,1,01/01/1989 0:00:00,$1.00,71,"Baltimore",71,"Fine","9.5 x 10 in, vi, 457 pp",,0,134
1153,"Outline of Astronomy",1901,10,,09/30/1991 0:00:00,$40.00,4,"New York",72,"Fine","8 x 5.5 in,  926 pp, Fp + 9 plates, green cloth","vol 19 and 20 of Part 1 (Science) of  ""A Library of Universal Literature""",0,103
1154,"Atomic Spectra and Atomic Structure",1937,1,,09/28/1990 0:00:00,$175.00,8,"New York",73,"Very Good","9 x 6 in, xiv, (2), 257 pp, 80 Illus., 21 tables, Orig. cloth, cover is scuffed, tear at inside rear joint, First American Edition","autograph and signature of Robert S. Mullikan, Sept. 1937, with margin notes and 11 pages of homework and exam problems for Physics 356, Fall 1937 , Univ. of Chicago.  Margin notes appear related to class.",0,82
1155,"The Evolution of Radio Astronomy",1973,1,,,$1.00,,"New York",74,"Fine","8.5 x 5.5 in, x, 214 pp, Orig. cloth, missing dust jacket","ex lib. JRF",0,45
1156,"Interstellar Processes",1987,1,1,06/05/1987 0:00:00,$1.00,32,"Dorcrecht",32,"Fine","9.5 x 6.5 in, xi, 807 pp","Astrophysics and Space Science Library (Proceedings) #134,  Proceedings of the Symposium on Interstellar Process held in Grand Teton National Park, July 1987. ex lib. JRF",0,63
1157,"A Second Atlas of Objective-Prism Spectra",1984,1,1,03/24/1993 0:00:00,$6.00,56,"Michigan",56,"As New","9.5 x 11.75 in,  2pp, 32 plates","Published in conjunction with ""The Michigan Catalogue of Two Dimensional Spectral Types for the Henry Draper Stars""",0,143
1158,"An Atlas of Objective-Prism Spectra",1974,1,1,03/24/1993 0:00:00,$3.00,75,"Michigan",75,"As New","9.5 x 11.75 in,  2pp, 12 plates","Published in conjunction with ""The Michigan Catalogue of Two Dimensional Spectral Types for the Henry Draper Stars""",0,142
1159,"Nevil Maskelyne: The Seaman's Astronomer",1989,1,1,01/01/1990 0:00:00,$1.00,54,"Cambridge",54,"As New","9 x 6 in, xiv, (1), 280 pp, w/dj","ex lib. JRF",0,37
1160,"Francis Place and the Early History of the Greenwich Observatory",1975,1,1,11/21/1995 0:00:00,$50.00,4,"New York",74,"Very Good","9"" x 11"",  64 pp, XII plates, Orig. cloth w/dj.",,0,161
1161,"Coon Mountain Controversies",1987,1,,10/02/1990 0:00:00,$20.75,25,"Tucson",76,"As New","9 x 6 in, xii, 442 pp, Orig. cloth w/dj",,0,83
1162,"The Realm of the Nebulae",1936,1,1,06/10/1996 0:00:00,$50.00,4,"New Haven, CT",46,"Fine","6"" x 9"", xii, (2), 210 pp, orig cloth, signature of Sarah Leehippincott on front fly leaf.",,0,164
1163,"An Atlas of Representative Stellar Spectra",1899,,,02/08/1992 0:00:00,$420.00,4,"London",77,"Good","12 x 15.5 in, x, 165 pp, 12 plates, brown cloth, hinges cracked, spine darkened and torn, corners bumped, stamps and library marks.","ex library, laid in sheet with authors address and ""Presented by the authors, London 1900"", later presented  by W.G. Adams to King's College Library (1906),",0,114
1164,"Fundamentals of Optical Engineering",1943,1,10,02/25/1991 0:00:00,$22.50,78,"New York",33,"Fine","9 x 6 in, x, 487 pp, 343 figures","Inscribed inside front cover ""J. Allen Hynek/Gift of McGraw Hill/1960""",0,89
1165,"Errors, Bias and Uncertainty in Astronomy",1990,1,1,03/13/1991 0:00:00,$43.60,54,"Cambridge",54,"As New","9.75 x 6 7/8 in, xxii, (1), 422 pp",,0,94
1166,"The Classification of Stars",1987,1,,03/13/1991 0:00:00,$68.00,54,"Cambridge",54,"As New","9.75 x 6.75 in, xv, 413 pp",,0,96
1167,"The Behaviour of Chemical Elements in Stars",1995,1,1,06/12/1996 0:00:00,$55.96,54,"Cambridge",54,"As New","6"" x 9"", xiii,324 pp, orig cloth",,0,166
1168,"Astronomy and Cosmogony",1929,2,,01/01/1985 0:00:00,$60.00,41,"Cambridge",54,"Fine","7.25 x 10.5 in, x, 428 pp, 16 plates, 63 figs, 32 tables, Orig. cloth","Jeans last technical book on astronomy",0,13
1169,"The Harvard College Observatory",1971,1,,05/23/1992 0:00:00,$30.00,4,"Cambridge",79,"Fine","9.25 x 6 in, xvi, 495 pp, 57 Illus., Orig. cloth w/dj",,0,119
1170,"Lighthouse of the Skies: A History of the Smithsonian Astrophysical Observatory 1846 - 1955",1965,1,1,11/21/1995 0:00:00,$30.00,4,"Washington D.C.",80,"Fine","9"" x 6"", xvi, 339 pp,  Orig. cloth, w/dj, dj chipped and torn.",,0,160
1171,"Stars and Their Spectra",1989,1,,10/29/1990 0:00:00,$64.95,53,"Cambridge",54,"As New","9.75 x 6.75 in, xvi, 300 pp, Orig. cloth w/dj","purchased with 36 slides and explanatory notes.",0,85
1172,"Catalogue of the Rare Astronomical Books in the San Diego State University Library",1988,1,1,10/23/1990 0:00:00,$125.00,81,"San Diego",81,"As New","12 x 9.5 in, 335 pp, Orig. cloth with slip case","number 212 of 1000",0,84
1173,"Researches on the Solar Spectrum and the Spectra of Chemical Elements",1862,1,,11/14/1989 0:00:00,$850.00,6,"Cambridge",82,"Very Good","Quarto, iv, 36;16 pp,  Orig. printed boards, 4 double page colored lithographed plates of spectra, engraved plate of spectrograph, bookplates removed, light edge wear, inner hinge of part 1 repaired with tape, evidence suggests ex library copy","2 parts, First English edition, authorized translation by Henry E. Roscoe, The Antiquarian Scientist, catalog 21 item 165",0,3
1174,"Mathematical Theory of Stellar Eclipses",1990,1,1,01/08/1991 0:00:00,$63.00,19,"Dordrecht",19,"As New","9.5 x 6.25 in, vi, 162 pp, Orig. cloth",,0,88
1175,"Of Stars and Men: Reminiscences of an Astronomer",1986,1,1,03/22/1989 0:00:00,$89.00,39,"Bristol",38,"As New","9.25 x 6.25 in, x, 486 pp, Orig. cloth w/dj",,0,30
1176,"The Roche Problem",1989,1,1,01/08/1991 0:00:00,$69.00,19,"Dordrecht",19,"As New","9.5 x 6.25 in, x, 263 pp, Orig. cloth","Astrophysics and Space Science Library #152",0,87
1177,"Telescopes in Space",1968,,,09/23/1991 0:00:00,$15.00,4,"London",21,"Fine","8.5 x 5.5 in, 140 pp, 35 plates, Orig. cloth","popular book, UK edition",0,107
1178,"Language of the Stars",1979,1,1,06/06/1994 0:00:00,$35.00,4,"Dordrecht",32,"Fine","6.5"" x 9.5"", vii, 280 pp, Orig. cloth","Astrophysics and Space Science Library vol 77",0,154
1179,"JPL and the American Space Program: A History of the Jet Propulsion Lab",1982,1,1,01/01/1982 0:00:00,$1.00,83,"New haven",46,"Fine","6 x 9.25 in, xiii, 299 pp, 20 plates,  Orig. cloth","ex lib. JRF",0,27
1180,"Solar Flux Atlas from 296 to 1300 nm",1984,1,1,01/01/1988 0:00:00,$13.00,85,"Cambridge",84,"As New","11.25 x 17.25 in, 239 pp,","National Solar Observatory Atlas number 1",0,133
1181,"Hydrodynamics",1895,1,,03/12/1991 0:00:00,$225.00,6,"Cambridge",54,"Fine","8.75 x 5.5 in, xviii, (1 errata), 604 pp","signed Wm S Davy 14 Feb. 1902",0,92
1182,"Clyde Tombaugh",1991,1,,03/29/1991 0:00:00,$29.95,76,"Tucson",76,"As New","9 x 6 in, xiv, (4), 211 pp,  14 plates",,0,97
1183,"The Meteoric Hypothesis",1890,1,1,04/11/1991 0:00:00,$110.00,6,"London",82,"Very Good","9 x 6 in, xvi, 560 pp, vii plates, 101 woodcut Illus.",,0,99
1184,"Stargazing",1878,1,1,03/12/1991 0:00:00,$200.00,6,"London",82,"Fine","8.75 x 6 in, xiv, (1), 496 pp, 217 illus","bookplate of Archibald Hamilton",0,93
1185,"Studies in Spectrum Analysis",1878,1,,04/11/1991 0:00:00,$175.00,6,"London",86,"Very Good","7.5 x 5 in, xii, 258, (1) pp, 8 plates, 1 foldout","vol xxiii of ""The International Scientific Series""",0,98
1186,"Chemistry of the Sun",1887,1,11,06/09/1994 0:00:00,$225.00,6,"London",82,"Very Good","6"" x 9"", xx, 457 pp, 134 Illus., Orig. cloth","An important work in the history of spectroscopy, a major summary by the English astrophysicist . J. Norman Lockyer (1836-1920) on the study of the sun from Kepler on, with concentration, with a concentration on the achievements in the nineteenth century - particularly with the spectroscope.  The fine illustrations depict equipment, spectra, and solar events.  Besides the work of others, Lockyer presents the results of his own considerable studies and theories.  D.S.B. 8:440-443. Crawford Lib., p.285. Roller & Goodman II.123.  The Antiquarian Scientist, catalog 25.",0,152
1187,"Inorganic Evolution as Studied by Spectrum Analysis",1900,1,1,06/10/1996 0:00:00,$100.00,4,"London",82,"Fine","6"" x 9"", x, 198 pp,  orig cloth, holograph of J.A. Schuldiner on title page, some ink underlining in later chapters.",,0,163
1188,"Astronomer by Chance",1990,1,1,,$1.00,,"New York",88,"As New","9.25 x 6.25 in, xiv, 381 pp, Orig. cloth w/dj",,0,81
1189,"The Story of Jodrell Bank",1968,1,,02/25/1991 0:00:00,$5.00,78,"New York",87,"Fine","9.25 x 6.25 in, xvi, 265 pp, 38 photos, Orig. cloth w/dj","1st U.S. Edition",0,44
1190,"Out of the Zenith: Jodrell Bank 1957-1970",1973,1,,09/23/1991 0:00:00,$18.00,4,"New York",87,"Fine","9 x 6.5 in, ix, 255 pp, 8 plates, 50 figs, 1/4 cloth with blue cardboard w/dj","1st U.S. edition",0,106
1191,"The Greening of Mars",1984,1,1,09/03/1996 0:00:00,$17.00,4,"New York",89,"Fine","8.25"" x 5.5"", 166 pp, cloth with original dust jacket.","Knollwood Books, cat 77 Sept. 96 item 407",0,169
1192,"In the Service of Nine Popes: 100 Years of the Vatican Observatory",1991,1,,05/23/1992 0:00:00,$15.00,45,"Rome",90,"Fine","9.5 x 6.5 in, xvi, 241 pp, 98 plates, paper covers","originally published in Italian as ""Nove Papi, Una Missione, Cento Anni della Specola Vaticana""",0,120
1193,"Extreme Ultraviolet Astronomy",1991,1,1,01/19/1989 0:00:00,$0.00,,"New York",91,"As New","11 x 8.5 in, xii,520, (2) pp","Proceedings of the First Berkeley Colloquium on Extreme Ultraviolet Astronomy, 19 - 20 Jan 1989. Copy received as a conference participant.",0,135
1194,"Recherches sur le Spectre Solaire Ultra-Violet",1864,1,,03/12/1991 0:00:00,$275.00,6,"Paris",92,"Very Good","10 x 6.5 in, (2), 74, (1) pp, 1 folded engraved plate Orig. printed wrappers, slight foxing on some pages","presentation copy with Mascart's holograph on front wrapper, The Antiquarian Scientist cat 22, item 267",0,91
1195,"The Heavens and the Earth: A Political History of the Space Age",1985,1,1,01/01/1985 0:00:00,$1.00,83,"New York",88,"Fine","6.25 x 9.25 in, xviii, 555 pp, 14 plates, Orig. cloth",,0,26
1196,"Nineteenth-Century Spectroscopy",1969,1,1,08/31/1993 0:00:00,$42.50,11,"Baltimore",71,"Fine","6"" x 9"", xiv,233 pp, Orig. cloth w/dj",,0,146
1197,"Stellar Atmospheres",1978,2,2,01/01/1984 0:00:00,$39.95,43,"San Francisco",40,"Fine","9.25 x 6 in, xx, 632 pp, Orig. cloth","ex lib. JRF",0,70
1198,"Foundations of Radiation Hydrodynamics",1984,1,1,01/01/1984 0:00:00,$75.00,12,"New York",93,"Fine","9.25 x 6.25 in, xv, 718 pp, Orig. cloth","ex lib. JRF",0,71
1199,"Galactic Astronomy: Structure and Kinematics",1981,2,1,10/01/1983 0:00:00,$32.50,43,"San Francisco",40,"Fine","9.25 x 6.25 in, xiv, (2), 597 pp, Orig. cloth","ex lib. JRF",0,61
1200,"Sir James Jeans",1952,,,03/02/1992 0:00:00,$30.00,11,"Cambridge",54,"Fine","8.5 x 5.5 in, xvi, 176 pp, 2 plates, Orig. cloth",,0,116
1201,"Revised MK Spectral Atlas for Stars Earlier than the Sun",1978,1,,01/01/1984 0:00:00,$0.00,17,"Williams Bay, WI",17,"Fine","15 x12.25 in,  14 pp,  32 plates","Received from W.W. Morgan during a lecture he gave in summer of 1984 to the first year graduate students. Holograph of W.W. Morgan on descriptive booklet.",0,132
1202,"A Descriptive Study of the Spectra of the A-Type Stars",1935,,,05/28/1992 0:00:00,$0.00,17,"Chicago",14,"Fine","11.75 x 9.25 in, 118 pp, 1 plates, paper","reprint from Vol. VII, part III of Publications of the Yerkes Observatory",0,127
1203,"Methods of Treating Problems in Celestial Mechanics",1902,,,05/28/1992 0:00:00,$0.00,17,"Chicago",14,"Fine","11.75 x 9.25 in, 26 pp, paper","reprint from Vol. VIII of the Decennial Publications",0,129
1204,"Under Newton's Shadow: Astronomical Practices in the 17th Cent",1985,1,,03/22/1989 0:00:00,$50.00,39,"Boston",38,"Fine","9 1/8 x 6 1/8 in, viii, 152 pp, Orig. cloth w/dj",,0,33
1205,"Vectorial Astronomy",1983,1,,,$1.00,,"Bristol",38,"Fine","9 1/8 x 6 1/8 in, xiii, (1), 353 pp, Orig. cloth w/dj","ex lib. JRF",0,78
